"PLAYER","TEAM","AGE","GP","W","L","MIN","PTS","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","OREB","DREB","REB","AST","TOV","STL","BLK","PF","FP","DD2","TD3","+/-","GP RANK","W RANK","L RANK","MIN RANK","PTS RANK","FGM RANK","FGA RANK","FG% RANK","3PM RANK","3PA RANK","3P% RANK","FTM RANK","FTA RANK","FT% RANK","OREB RANK","DREB RANK","REB RANK","AST RANK","TOV RANK","STL RANK","BLK RANK","PF RANK","FP RANK","DD2 RANK","TD3 RANK","+/- RANK","3PTMissed","FG_Missed","FTMissed","score","day"
"Jevon Carter","PHX",25,1,1,0,10.1,5,2,4,50,1,2,50,0,0,0,0,1,1,0,0,1,0,1,9.2,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,6,"2020-12-27"
"Jordan McLaughlin","MIN",24,1,0,1,16.3,4,2,5,40,0,2,0,0,0,0,0,3,3,1,0,0,0,0,9.1,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,5,"2020-12-27"
"Pat Connaughton","MIL",27,1,0,1,16,4,2,8,25,0,5,0,0,0,0,1,2,3,1,0,0,1,2,12.1,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,0,1,"2020-12-27"
"Trey Lyles","SAS",25,1,0,1,6.1,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,2.4,0,0,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,"2020-12-27"
"Coby White","CHI",20,1,0,1,35.6,20,8,19,42.1,4,9,44.4,0,0,0,0,7,7,5,3,0,0,1,32.9,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,0,17,"2020-12-27"
"Dean Wade","CLE",24,1,1,0,14.4,3,1,4,25,1,3,33.3,0,0,0,1,3,4,0,1,0,1,2,9.8,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,4,"2020-12-27"
"Garrett Temple","CHI",34,1,0,1,19.5,2,1,5,20,0,3,0,0,0,0,0,1,1,2,0,0,0,6,6.2,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,-5,"2020-12-27"
"Seth Curry","PHI",30,1,0,1,24.4,8,2,7,28.6,2,5,40,2,2,100,0,1,1,4,2,0,0,2,13.2,0,0,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,0,4,"2020-12-27"
"Amir Coffey","LAC",23,1,0,1,17.7,1,0,5,0,0,2,0,1,2,50,1,0,1,2,0,0,0,1,5.2,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,-3,"2020-12-27"
"Ish Smith","WAS",32,1,0,1,15.8,4,2,5,40,0,0,0,0,0,0,0,3,3,4,1,0,0,3,12.6,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,4,"2020-12-27"
"Mike Scott","PHI",32,1,0,1,18.6,12,4,8,50,3,7,42.9,1,2,50,2,1,3,0,3,1,0,2,15.6,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,6,"2020-12-27"
"Robin Lopez","WAS",32,1,0,1,15.6,8,4,6,66.7,0,0,0,0,1,0,2,3,5,0,2,0,0,2,12,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,6,"2020-12-27"
"Terry Rozier","CHA",26,1,1,0,30.5,19,7,14,50,1,7,14.3,4,5,80,0,4,4,5,2,0,0,1,29.3,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,1,19,"2020-12-27"
"Bryn Forbes","MIL",27,1,0,1,17.6,1,0,4,0,0,1,0,1,2,50,0,0,0,0,0,0,0,2,1,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,-6,"2020-12-27"
"De'Aaron Fox","SAC",23,1,0,1,26.6,12,4,12,33.3,0,2,0,4,6,66.7,0,0,0,4,5,0,0,5,13,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,2,-4,"2020-12-27"
"Doug McDermott","IND",29,1,1,0,27.2,16,6,12,50,3,7,42.9,1,2,50,1,0,1,3,0,1,0,1,24.7,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,1,15,"2020-12-27"
"Jrue Holiday","MIL",30,1,0,1,27.9,8,4,10,40,0,4,0,0,0,0,2,2,4,5,3,2,0,0,23.3,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,10,"2020-12-27"
"Ricky Rubio","MIN",30,1,0,1,18.1,9,4,8,50,1,4,25,0,0,0,1,3,4,4,0,0,0,1,19.8,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,12,"2020-12-27"
"Taurean Prince","BKN",26,1,0,1,11.7,2,0,5,0,0,5,0,2,4,50,0,2,2,0,1,1,1,2,9.4,0,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,-4,"2020-12-27"
"Cory Joseph","SAC",29,1,0,1,20.3,9,2,4,50,1,2,50,4,4,100,0,2,2,2,1,1,0,2,16.4,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,9,"2020-12-27"
"Jordan Poole","GSW",21,1,1,0,13.4,10,3,7,42.9,2,6,33.3,2,2,100,0,2,2,1,0,0,0,2,13.9,0,0,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,9,"2020-12-27"
"Donte DiVincenzo","MIL",23,1,0,1,23.5,10,4,7,57.1,2,4,50,0,1,0,0,2,2,1,1,0,0,0,12.9,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,8,"2020-12-27"
"Hassan Whiteside","SAC",31,1,0,1,10.4,6,3,4,75,0,0,0,0,2,0,0,2,2,0,0,0,2,1,14.4,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,6,"2020-12-27"
"Markelle Fultz","ORL",22,1,1,0,29.1,26,11,21,52.4,2,3,66.7,2,2,100,0,2,2,2,2,1,0,1,32.4,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,20,"2020-12-27"
"Nikola Vucevic","ORL",30,1,1,0,28.1,15,5,11,45.5,1,4,25,4,4,100,0,8,8,4,0,2,0,2,36.6,0,0,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,0,23,"2020-12-27"
"Aaron Gordon","ORL",25,1,1,0,19.8,4,1,4,25,0,1,0,2,2,100,0,6,6,0,0,0,0,0,11.2,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,9,"2020-12-27"
"Caris LeVert","BKN",26,1,0,1,25.8,10,4,12,33.3,2,7,28.6,0,0,0,1,4,5,4,0,1,1,0,28,0,0,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,13,"2020-12-27"
"Eric Paschall","GSW",24,1,1,0,19.1,15,4,8,50,1,2,50,6,7,85.7,1,1,2,2,1,2,0,2,25.4,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,15,"2020-12-27"
"Giannis Antetokounmpo","MIL",26,1,0,1,32,27,9,15,60,1,5,20,8,13,61.5,2,11,13,5,3,3,0,3,56.1,1,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,31,"2020-12-27"
"Lonnie Walker IV","SAS",22,1,0,1,34.1,16,6,14,42.9,4,7,57.1,0,0,0,0,2,2,1,0,0,1,4,22.9,0,0,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,8,"2020-12-27"
"Anthony Edwards","MIN",19,1,0,1,28.5,15,6,21,28.6,1,9,11.1,2,2,100,2,2,4,2,1,1,0,2,24.8,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,0,4,"2020-12-27"
"Davis Bertans","WAS",28,1,0,1,19.4,5,1,4,25,1,4,25,2,3,66.7,0,2,2,1,1,0,1,3,10.9,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,"2020-12-27"
"Dwight Howard","PHI",35,1,0,1,15,9,4,4,100,0,0,0,1,2,50,1,2,3,0,3,0,0,4,9.6,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,"2020-12-27"
"Serge Ibaka","LAC",31,1,0,1,19.5,13,6,11,54.5,0,4,0,1,2,50,1,8,9,1,0,0,1,2,28.3,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,16,"2020-12-27"
"Tyrese Maxey","PHI",20,1,0,1,21.7,6,3,8,37.5,0,2,0,0,0,0,0,0,0,1,1,1,0,1,9.5,0,0,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,1,"2020-12-27"
"Dwayne Bacon","ORL",25,1,1,0,17.3,6,2,4,50,0,1,0,2,2,100,0,3,3,0,1,0,1,1,11.6,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,8,"2020-12-27"
"Ed Davis","MIN",31,1,0,1,12.5,4,2,5,40,0,0,0,0,0,0,7,0,7,1,2,0,1,4,14.9,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,4,"2020-12-27"
"Evan Fournier","ORL",28,1,1,0,27.8,19,4,10,40,2,5,40,9,10,90,1,0,1,2,1,0,0,2,22.2,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,14,"2020-12-27"
"Harrison Barnes","SAC",28,1,0,1,28.9,10,4,6,66.7,0,1,0,2,3,66.7,0,7,7,0,1,0,0,1,17.4,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,12,"2020-12-27"
"Jaxson Hayes","NOP",20,1,1,0,17.2,6,2,3,66.7,0,0,0,2,2,100,0,4,4,0,1,0,0,4,9.8,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,"2020-12-27"
"Jerome Robinson","WAS",23,1,0,1,7.3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-3,"2020-12-27"
"Juancho Hernangomez","MIN",25,1,0,1,13.4,6,2,6,33.3,1,3,33.3,1,3,33.3,2,3,5,0,0,0,1,1,15,0,0,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,"2020-12-27"
"Glenn Robinson III","SAC",26,1,0,1,15.9,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1.7,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,-1,"2020-12-27"
"JJ Redick","NOP",36,1,1,0,19.9,3,1,8,12.5,0,6,0,1,1,100,0,1,1,1,0,0,0,1,5.7,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,0,-1,"2020-12-27"
"Josh Okogie","MIN",22,1,0,1,11,4,2,4,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.5,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,"2020-12-27"
"LaMarcus Aldridge","SAS",35,1,0,1,20.3,4,2,7,28.6,0,2,0,0,0,0,1,3,4,1,2,0,2,3,14.3,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,1,"2020-12-27"
"Tobias Harris","PHI",28,1,0,1,28.4,16,5,10,50,4,6,66.7,2,2,100,0,9,9,5,3,3,0,1,40.3,0,0,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,24,"2020-12-27"
"Jake Layman","MIN",26,1,0,1,14.8,10,4,8,50,0,1,0,2,2,100,0,3,3,0,0,0,0,1,13.6,0,0,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,8,"2020-12-27"
"Nicolas Batum","LAC",32,1,0,1,21.5,4,2,4,50,0,1,0,0,0,0,1,5,6,1,1,0,0,2,11.7,0,0,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,6,"2020-12-27"
"Buddy Hield","SAC",28,1,0,1,33.9,17,6,16,37.5,3,9,33.3,2,2,100,0,0,0,3,1,1,1,3,26.5,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,0,8,"2020-12-27"
"DeMar DeRozan","SAS",31,1,0,1,31.1,8,3,12,25,0,4,0,2,2,100,0,3,3,10,2,0,1,5,27.6,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0,6,"2020-12-27"
"Jarrett Culver","MIN",21,1,0,1,29.4,8,4,11,36.4,0,4,0,0,0,0,2,2,4,0,5,1,1,4,13.8,0,0,-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,0,-2,"2020-12-27"
"D.J. Augustin","MIL",33,1,0,1,13.7,2,0,6,0,0,4,0,2,2,100,0,1,1,1,1,0,0,0,3.7,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,0,-3,"2020-12-27"
"Malik Beasley","MIN",24,1,0,1,24.5,8,3,9,33.3,0,3,0,2,3,66.7,0,5,5,2,0,1,0,0,20,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,9,"2020-12-27"
"Tyrese Haliburton","SAC",20,1,0,1,26.5,15,5,7,71.4,3,4,75,2,2,100,1,0,1,6,0,0,0,2,25.2,0,0,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,18,"2020-12-27"
"Ben Simmons","PHI",24,1,0,1,28.4,15,5,8,62.5,0,0,0,5,7,71.4,0,6,6,4,6,2,2,2,34.2,0,0,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,16,"2020-12-27"
"Naz Reid","MIN",21,1,0,1,27.8,11,5,13,38.5,1,4,25,0,0,0,1,4,5,4,1,2,0,5,28,0,0,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,0,8,"2020-12-27"
"Reggie Jackson","LAC",30,1,0,1,20.9,8,3,6,50,2,5,40,0,0,0,0,3,3,1,2,0,0,0,11.1,0,0,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,7,"2020-12-27"
"Paul George","LAC",30,1,0,1,24.2,15,4,13,30.8,0,6,0,7,8,87.5,0,2,2,4,4,0,0,1,19.4,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,1,6,"2020-12-27"
"Shake Milton","PHI",24,1,0,1,22.5,6,2,6,33.3,1,3,33.3,1,2,50,0,1,1,2,1,0,0,2,9.2,0,0,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,"2020-12-27"
"Furkan Korkmaz","PHI",23,1,0,1,16.7,4,1,8,12.5,0,5,0,2,2,100,0,2,2,2,1,1,0,0,11.4,0,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,0,1,"2020-12-27"
"Khris Middleton","MIL",29,1,0,1,32.8,22,8,18,44.4,1,6,16.7,5,5,100,1,3,4,5,0,0,0,1,34.3,0,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,0,20,"2020-12-27"
"Patrick Beverley","LAC",32,1,0,1,21.9,2,0,2,0,0,2,0,2,2,100,0,2,2,0,1,0,0,4,3.4,0,0,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,-3,"2020-12-27"
"Lou Williams","LAC",34,1,0,1,9,0,0,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2.7,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,-2,"2020-12-27"
"Troy Brown Jr.","WAS",21,1,0,1,24,12,5,7,71.4,2,4,50,0,0,0,2,3,5,1,2,0,0,4,17.5,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,10,"2020-12-27"
"Brook Lopez","MIL",32,1,0,1,20.8,6,2,7,28.6,0,4,0,2,2,100,2,0,2,0,0,1,2,3,17.4,0,0,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,3,"2020-12-27"
"Patrick Patterson","LAC",31,1,0,1,8.9,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,"2020-12-27"
"Luke Kennard","LAC",24,1,0,1,29,7,3,11,27.3,1,6,16.7,0,0,0,0,2,2,1,2,1,0,2,11.9,0,0,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,0,-1,"2020-12-27"
"Terance Mann","LAC",24,1,0,1,23.9,4,2,8,25,0,2,0,0,0,0,0,3,3,2,1,0,0,2,9.6,0,0,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,0,"2020-12-27"
"D'Angelo Russell","MIN",24,1,0,1,20.6,4,2,7,28.6,0,1,0,0,0,0,0,0,0,3,7,1,1,4,7.5,0,0,-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,-7,"2020-12-27"
"Ivica Zubac","LAC",23,1,0,1,16.5,10,3,4,75,0,0,0,4,4,100,1,1,2,0,0,0,0,1,12.4,0,0,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,10,"2020-12-27"
